Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CCDC56,2983.8008,-0.36133419,0.015798995,-22.87070691,9.09E-116,3.26E-115
CCDC57,1079.2596,-0.483926167,0.0179066,-27.02501713,7.51E-161,3.75E-160
CCDC58,529.19135,-0.501812385,0.015688999,-31.98498349,1.76E-224,1.42E-223
CCDC59,994.375,-0.167324279,0.011967704,-13.98131781,2.03E-44,4.11E-44
CCDC60,29.82688,-1.089578289,0.083241343,-13.0893887,3.79E-39,7.30E-39
CCDC61,439.884,-0.529655457,0.016079652,-32.93948431,5.98E-238,5.34E-237
CCDC62,12.569096,-0.073679677,0.031011341,-2.375894602,0.017506463,0.019793084
CCDC63,0.73120296,-1.057918521,0.108039623,-9.79194939,1.22E-22,1.97E-22
CCDC64B,946.2273,-1.276530877,0.045316532,-28.16920924,1.39E-174,7.68E-174
CCDC64,1271.4148,-0.169537515,0.031535674,-5.376054978,7.61E-08,9.90E-08
CCDC65,75.512955,-0.325037449,0.041462631,-7.839286568,4.53E-15,6.64E-15
CCDC66,466.20227,0.115279581,0.014181466,8.128890306,4.33E-16,6.45E-16
CCDC67,16.969852,-0.026447121,0.054665933,-0.483795281,0.628531164,0.643675351
CCDC68,277.94055,-0.145990192,0.038440307,-3.797841438,0.000145962,0.000176978
CCDC69,1664.5966,0.320434736,0.028893689,11.09012905,1.40E-28,2.42E-28
CCDC6,4518.788,-0.030625452,0.01634151,-1.874089513,0.060918088,0.067297811
CCDC70,0.23107009,-0.19600497,0.136282049,-1.438230279,0.150368727,0.162328697
CCDC71,1054.5626,-0.077181748,0.01092,-7.067925402,1.57E-12,2.22E-12
CCDC72,3105.1323,-0.466849667,0.016234404,-28.75680957,7.45E-182,4.33E-181
CCDC73,102.712074,0.123097907,0.018101863,6.800289273,1.04E-11,1.45E-11
CCDC74A,554.99475,-0.473555233,0.034062015,-13.90273704,6.10E-44,1.23E-43
CCDC74B,252.70073,-0.171798928,0.036070278,-4.762894412,1.91E-06,2.41E-06
CCDC75,150.39781,0.634151168,0.020583239,30.80910439,1.98E-208,1.41E-207
CCDC76,529.38257,0.009684844,0.012937598,0.748581318,0.454109596,0.471478263
CCDC77,426.03714,-0.216563711,0.015563659,-13.91470435,5.16E-44,1.04E-43
CCDC78,239.94765,-1.165376165,0.038236373,-30.478209,5.07E-204,3.49E-203
CCDC79,0.6632892,-0.560456155,0.061252981,-9.149859231,5.70E-20,8.91E-20
CCDC7,86.76285,-0.143338806,0.014379611,-9.968197502,2.10E-23,3.42E-23
CCDC80,5895.663,1.451904628,0.033947539,42.76906828,0,0
CCDC81,37.871292,0.785462893,0.033367458,23.53978846,1.60E-122,6.05E-122
CCDC82,954.985,0.495712237,0.015815907,31.34263636,1.23E-215,9.27E-215
CCDC83,1.495793,-0.603178119,0.08433964,-7.151774859,8.57E-13,1.21E-12
CCDC84,320.24503,-0.323952104,0.017063152,-18.98547885,2.25E-80,6.14E-80
CCDC85A,198.85402,1.677158752,0.03602058,46.56112625,0,0
CCDC85B,1208.767,-0.382392851,0.023548535,-16.23849863,2.69E-59,6.19E-59
CCDC85C,2165.169,-0.198490974,0.018537554,-10.70750625,9.39E-27,1.59E-26
CCDC86,1739.7782,-0.396001685,0.013762282,-28.77441958,4.48E-182,2.61E-181
CCDC87,46.839104,0.075873907,0.024532625,3.092775688,0.00198294,0.002322155
CCDC88A,2162.5605,0.904241287,0.026395332,34.25762193,3.36E-257,3.44E-256
CCDC88B,1073.2572,-1.122853217,0.026097292,-43.02565958,0,0
CCDC88C,2006.3921,-0.583419989,0.024181829,-24.12637946,1.32E-128,5.24E-128
CCDC89,57.80436,0.814767797,0.03371335,24.16751249,4.89E-129,1.95E-128
CCDC8,935.39325,0.444117529,0.036807808,12.06585099,1.60E-33,2.92E-33
CCDC90A,858.97235,-0.14463428,0.012488791,-11.58112766,5.14E-31,9.14E-31
CCDC90B,1434.0769,0.222864303,0.01097106,20.31383535,9.70E-92,2.88E-91
CCDC91,1019.5724,0.186235424,0.015527428,11.99396498,3.82E-33,6.93E-33
CCDC92,2158.128,0.278286312,0.013886476,20.0400959,2.46E-89,7.20E-89
CCDC93,1688.3953,0.263357817,0.011834539,22.25332315,1.05E-109,3.59E-109
CCDC94,1050.2845,-0.178383926,0.013523686,-13.19048126,9.95E-40,1.93E-39
CCDC96,169.8023,-0.340697417,0.023442647,-14.53323163,7.46E-48,1.55E-47
CCDC97,2133.6252,-0.113952132,0.009375767,-12.15389906,5.47E-34,1.00E-33
CCDC99,586.7501,-0.107313562,0.016760647,-6.402710098,1.53E-10,2.08E-10
CCDC9,1016.8171,-0.199205459,0.012378073,-16.09341467,2.84E-58,6.47E-58
CCHCR1,1372.8848,-0.400878335,0.016216913,-24.71976842,6.56E-135,2.71E-134
CCIN,14.449521,1.010199152,0.034559927,29.23036097,7.98E-188,4.84E-187
CCKAR,5.0214696,0.52510089,0.093073331,5.641797557,1.68E-08,2.21E-08
CCKBR,44.03538,0.906287246,0.069532673,13.03397672,7.84E-39,1.51E-38
CCK,94.394745,2.166564953,0.080530151,26.90377371,1.98E-159,9.80E-159
CCL11,107.76129,0.069041153,0.055923035,1.234574501,0.216988904,0.23149804
CCL13,140.31021,0.225198754,0.050431197,4.465465211,7.99E-06,9.98E-06
CCL14-CCL15,88.81186,-0.234859264,0.113195464,-2.074811625,0.038003997,0.042374904
CCL14,661.9631,1.193667678,0.042583385,28.03130104,6.75E-173,3.69E-172
CCL15,233.1298,-0.883560136,0.082562924,-10.70165749,1.00E-26,1.70E-26
CCL16,173.62207,-0.309589803,0.095510767,-3.241412598,0.001189389,0.001403104
CCL17,52.340813,-0.366004986,0.046261046,-7.911731789,2.54E-15,3.74E-15
CCL18,1353.8225,-0.346726454,0.051973001,-6.671280228,2.54E-11,3.50E-11
CCL19,795.3858,-0.948532592,0.054231956,-17.49028904,1.70E-68,4.22E-68
CCL1,1.7268443,-1.419038435,0.080156983,-17.70324162,3.96E-70,9.96E-70
CCL20,891.8179,-1.228327557,0.056020851,-21.92625653,1.46E-106,4.89E-106
CCL21,1350.7336,0.028988336,0.054533182,0.531572431,0.595022163,0.611018674
CCL22,270.19342,-0.735708165,0.039505696,-18.62283764,2.10E-77,5.60E-77
CCL23,25.52597,0.191008324,0.04942972,3.864240438,0.000111435,0.000135486
CCL24,43.32066,-2.488750048,0.075711399,-32.87153672,5.61E-237,4.95E-236
CCL25,315.1111,-3.922367974,0.082067324,-47.79451543,0,0
CCL26,34.37063,-0.691412435,0.049619741,-13.93422084,3.92E-44,7.93E-44
CCL27,2.3332329,-1.41664821,0.063841957,-22.1899246,4.30E-109,1.46E-108
CCL28,340.93082,0.076880855,0.037884032,2.02937365,0.042420247,0.047195683
CCL2,1745.9624,0.90228408,0.033030457,27.31672973,2.68E-164,1.38E-163
CCL3L1,105.95725,0.412179839,0.038058325,10.83021485,2.48E-27,4.23E-27
CCL3L3,12.9910345,1.061673629,0.052124907,20.36787575,3.22E-92,9.62E-92
CCL3,414.39032,0.371732524,0.032289606,11.51245152,1.14E-30,2.02E-30
CCL4L2,267.7823,0.280028905,0.033531444,8.351233188,6.76E-17,1.02E-16
CCL4,422.04965,0.293388358,0.031523284,9.307036589,1.31E-20,2.07E-20
CCL5,2136.6646,-0.61329975,0.034474784,-17.78980697,8.48E-71,2.14E-70
CCL7,18.261747,-0.041443052,0.056061656,-0.739240603,0.459760909,0.477248374
CCL8,137.10182,0.240087512,0.039013913,6.153894768,7.56E-10,1.02E-09
CCM2,2765.388,-0.314601468,0.015512068,-20.28107846,1.89E-91,5.60E-91
CCNA1,309.93054,-1.356224347,0.061578424,-22.02434338,1.68E-107,5.67E-107
CCNA2,1207.168,-0.809480035,0.029356342,-27.57428118,2.26E-167,1.19E-166
CCNB1IP1,1802.0054,-0.040153761,0.016018434,-2.506722047,0.012185649,0.013868167
CCNB1,2178.3125,-0.861768091,0.025158231,-34.25392203,3.81E-257,3.90E-256
CCNB2,1167.7985,-0.902675862,0.030882349,-29.22950762,8.18E-188,4.97E-187
CCNB3,38.707893,0.350265003,0.028428383,12.32096126,6.99E-35,1.29E-34
CCNC,2414.809,-0.085878541,0.013526836,-6.348752778,2.17E-10,2.95E-10
CCND1,15242.729,0.153663348,0.028899781,5.317111197,1.05E-07,1.37E-07
CCND2,5532.586,0.364862721,0.032907284,11.08759766,1.44E-28,2.49E-28
CCND3,4043.3677,-0.09961764,0.018322917,-5.436778504,5.43E-08,7.07E-08
CCNDBP1,1981.5469,0.109495007,0.013264488,8.254748181,1.52E-16,2.28E-16
CCNE1,569.01697,-0.819167957,0.032944863,-24.86481575,1.79E-136,7.48E-136
CCNE2,413.1183,-0.360627093,0.028897699,-12.47943983,9.67E-36,1.80E-35
CCNF,1011.8026,-0.81965514,0.02384165,-34.37912817,5.17E-259,5.36E-258
CCNG1,4805.3516,0.204049775,0.017586798,11.60244032,4.00E-31,7.13E-31
CCNG2,2921.2168,0.294592679,0.020713595,14.22219003,6.67E-46,1.37E-45
CCNH,1194.2076,0.056511822,0.011743834,4.812042089,1.49E-06,1.89E-06
CCNI2,123.27477,-1.125157068,0.041314745,-27.23378949,2.59E-163,1.32E-162
CCNI,9733.814,0.463029838,0.01545424,29.96134588,3.13E-197,2.04E-196
CCNJL,427.4319,-0.340195772,0.032691594,-10.40621561,2.32E-25,3.88E-25
CCNJ,451.822,-0.186615673,0.016392513,-11.38420194,5.01E-30,8.81E-30
CCNK,2331.7244,-0.194259657,0.00997393,-19.47674125,1.73E-84,4.87E-84
CCNL1,2867.9248,-0.267552846,0.015978802,-16.74423669,6.24E-63,1.48E-62
CCNL2,4853.3228,-0.353474599,0.018230873,-19.38879189,9.60E-84,2.69E-83
CCNO,345.2596,-1.021727062,0.037591314,-27.17987102,1.12E-162,5.69E-162
CCNT1,317.7068,0.329512177,0.025654978,12.84398609,9.30E-38,1.77E-37
CCNT2,1541.7095,0.080001373,0.012878514,6.212003668,5.23E-10,7.07E-10
CCNYL1,1132.5155,0.102662797,0.015450932,6.644440351,3.04E-11,4.19E-11
CCNY,3924.2537,0.271059557,0.009392132,28.86028041,3.76E-183,2.21E-182
CCPG1,4080.3823,0.53102494,0.017587549,30.19323092,2.91E-200,1.94E-199
CCR10,74.53716,-0.156454934,0.034496706,-4.535358609,5.75E-06,7.21E-06
CCR1,546.05304,0.374239609,0.027990375,13.37029629,9.02E-41,1.76E-40
CCR2,195.78442,-0.198356063,0.037665776,-5.266214657,1.39E-07,1.80E-07
CCR3,10.547557,-0.31777297,0.041514076,-7.65458367,1.94E-14,2.81E-14
CCR4,52.95668,0.07206634,0.040587923,1.775561176,0.075805274,0.08327863
CCR5,411.8284,-0.018494306,0.03113149,-0.594070708,0.552464821,0.568866645
CCR6,168.2769,-0.211474685,0.030697405,-6.889008446,5.62E-12,7.85E-12
CCR7,323.70667,-0.926136778,0.039200396,-23.62569971,2.10E-123,7.99E-123
CCR8,18.329538,-0.286202766,0.042467161,-6.73939007,1.59E-11,2.20E-11
CCR9,14.327354,-1.149889966,0.054030784,-21.28212623,1.66E-100,5.28E-100
CCRL1,155.17276,0.458777025,0.036865716,12.44454408,1.50E-35,2.79E-35
CCRL2,233.76054,-0.275335924,0.028444763,-9.679670152,3.68E-22,5.91E-22
CCRN4L,329.28687,-0.175175294,0.023618094,-7.4169955,1.20E-13,1.72E-13
CCS,1509.6766,-0.324852032,0.017108475,-18.98778431,2.15E-80,5.88E-80
CCT2,7930.6465,-0.127171478,0.016621949,-7.650816081,2.00E-14,2.90E-14
CCT3,15457.058,-0.374618824,0.012557758,-29.83166441,1.52E-195,9.75E-195
CCT4,8754.706,-0.238386793,0.011392051,-20.92571298,3.12E-97,9.69E-97
CCT5,11319.273,-0.448985517,0.013632122,-32.93584979,6.75E-238,6.00E-237
CCT6A,10036.589,-0.197355411,0.014324047,-13.77790872,3.46E-43,6.92E-43
CCT6B,108.15327,0.247769288,0.021665274,11.43624094,2.76E-30,4.86E-30
CCT6P1,191.46727,-0.045777116,0.015815654,-2.894418102,0.00379862,0.004403855
CCT7,11698.371,-0.313935674,0.009627084,-32.60963229,2.99E-233,2.57E-232
CCT8L2,0.534152,-0.106416671,0.085844512,-1.239644428,0.21510694,0.229526321
CCT8,7931.5645,-0.246197928,0.011074935,-22.23019081,1.75E-109,6.00E-109
CD101,128.90103,-0.073151388,0.026121051,-2.800476438,0.005102723,0.005885245
CD109,2380.6199,0.197822887,0.034433983,5.744989956,9.19E-09,1.21E-08
CD14,5131.8354,0.17646601,0.030509682,5.783934709,7.30E-09,9.66E-09
CD151,14158.516,-0.167177701,0.018415535,-9.078080292,1.11E-19,1.72E-19
CD160,42.316772,-0.188057085,0.026988146,-6.968136421,3.21E-12,4.50E-12
CD163L1,222.6098,0.173574053,0.033712457,5.148662175,2.62E-07,3.38E-07
CD163,2516.7114,0.745155734,0.034142659,21.82477133,1.35E-105,4.48E-105
CD164L2,68.69816,-1.002499313,0.053002359,-18.91423964,8.71E-80,2.37E-79
CD164,16195.15,0.066770191,0.015329049,4.355794571,1.33E-05,1.65E-05
CD177,503.27444,-0.339437837,0.063095504,-5.379746848,7.46E-08,9.70E-08
CD180,308.81976,-0.371752744,0.033068828,-11.24178768,2.54E-29,4.43E-29
CD19,138.64677,-1.678470779,0.055955449,-29.99655616,1.09E-197,7.10E-197
CD1A,163.66914,-1.614220391,0.059246601,-27.24578917,1.86E-163,9.50E-163
CD1B,30.334158,-1.658181355,0.060158,-27.56377139,3.03E-167,1.59E-166
CD1C,143.40167,-0.635745148,0.044238299,-14.37092204,7.88E-47,1.63E-46
CD1D,177.90918,-0.038527114,0.031567252,-1.220477271,0.222284001,0.236960937
CD1E,99.04335,-0.826801832,0.047065285,-17.56712678,4.40E-69,1.10E-68
CD200R1L,0.48167512,-0.525658012,0.068470213,-7.677177944,1.63E-14,2.36E-14
CD200R1,59.3217,0.119878209,0.033112115,3.62037309,0.000294179,0.000354012
CD200,951.29486,0.69974298,0.028917748,24.19769942,2.35E-129,9.38E-129
CD207,146.89853,-0.517378437,0.046049366,-11.2352998,2.74E-29,4.76E-29
CD209,364.3631,0.643841842,0.036104184,17.83288706,3.93E-71,9.96E-71
CD226,52.052303,0.218036717,0.029887257,7.295307186,2.98E-13,4.24E-13
CD22,547.1127,-0.234234219,0.042707737,-5.484585142,4.14E-08,5.41E-08
CD244,107.471565,-1.178441615,0.0389639,-30.24444684,6.17E-201,4.16E-200
CD247,313.95917,-0.853690349,0.034520428,-24.73000488,5.09E-135,2.11E-134
CD248,2435.8623,1.037080551,0.031811803,32.60049534,4.04E-233,3.46E-232
CD24,40964.62,-0.049811231,0.039441432,-1.262916395,0.206619227,0.220782074
CD274,138.30786,-0.140622568,0.035905423,-3.916471556,8.99E-05,0.000109496
CD276,5626.1357,-0.001195452,0.018901412,-0.063246715,0.949570046,0.951673554
CD27,476.105,-0.818229687,0.037064657,-22.07573868,5.41E-108,1.83E-107
CD28,145.61945,0.039242671,0.031760777,1.235570211,0.216618363,0.231126946
CD2AP,3498.0872,-0.18039464,0.018843253,-9.573433845,1.03E-21,1.65E-21
CD2BP2,3916.2117,-0.025873303,0.011129226,-2.324806921,0.020082287,0.022644989
CD2,700.65717,-0.690982688,0.035738288,-19.33452136,2.75E-83,7.69E-83
CD300A,494.75952,0.147580811,0.026270664,5.617703804,1.94E-08,2.54E-08
CD300C,97.52858,0.18611729,0.030217471,6.159260974,7.31E-10,9.86E-10
CD300E,11.709259,-0.129322706,0.053679816,-2.409149571,0.015989743,0.018114473
CD300LB,53.59502,-0.239804354,0.034460649,-6.958788082,3.43E-12,4.81E-12
CD300LD,0.21521668,-0.694902445,0.144086561,-4.822812329,1.42E-06,1.80E-06
CD300LF,188.24078,-0.386693444,0.033350455,-11.5948475,4.38E-31,7.79E-31
CD300LG,103.65363,2.773696574,0.054184869,51.18950408,0,0
CD302,2182.938,0.604522309,0.026901566,22.47164015,7.86E-112,2.74E-111
CD320,2438.6284,-0.344859339,0.02120062,-16.26647437,1.71E-59,3.93E-59
CD33,248.06398,-0.394168749,0.034970967,-11.27131391,1.82E-29,3.17E-29
CD34,3125.4792,0.999652403,0.026244317,38.09024287,0,0
CD36,2810.7285,1.639542642,0.044042559,37.22632598,2.56E-303,3.64E-302
CD37,1298.5955,-0.512962687,0.032179566,-15.94063406,3.31E-57,7.47E-57
CD38,351.29282,-0.144737034,0.041221234,-3.511225186,0.000446046,0.000533427
CD3D,496.8364,-1.586410234,0.042039864,-37.73585554,0,0
CD3EAP,1026.2385,-0.131990032,0.012463787,-10.589882,3.32E-26,5.60E-26
CD3E,994.2497,-0.952477927,0.037488841,-25.4069718,2.11E-142,9.18E-142
CD3G,97.64125,-0.523951653,0.040948331,-12.79543375,1.74E-37,3.30E-37
CD40LG,50.34489,-0.118550504,0.037648325,-3.148891865,0.001638908,0.001924363
CD40,1141.622,-0.11604937,0.026702493,-4.346012594,1.39E-05,1.72E-05
CD44,20935.36,-0.290772847,0.028215385,-10.3054715,6.66E-25,1.11E-24
CD46,11778.387,-0.219912883,0.018893512,-11.63959799,2.59E-31,4.63E-31
CD47,6066.4614,0.038524892,0.016665804,2.311613226,0.020799007,0.023442783
CD48,714.1283,-0.483218446,0.033017624,-14.63516694,1.68E-48,3.51E-48
CD4,3127.7952,0.159555297,0.026170201,6.096831216,1.08E-09,1.45E-09
CD52,1199.7994,-0.566297364,0.036552787,-15.49259053,3.89E-54,8.56E-54
CD53,2068.088,-0.058657552,0.028860464,-2.032453495,0.042107767,0.046853147
CD55,5948.5957,-0.044829201,0.032020676,-1.400007975,0.16151093,0.173988096
CD58,635.3329,-0.214842132,0.018773731,-11.44376307,2.53E-30,4.46E-30
CD59,23616.72,0.221822056,0.019495832,11.37792203,5.39E-30,9.47E-30
CD5L,60.694427,0.380251515,0.083790999,4.538095004,5.68E-06,7.12E-06
CD5,327.89197,-0.632282035,0.034862309,-18.13655092,1.64E-73,4.24E-73
CD63,33877.21,-0.15747739,0.018527569,-8.499625022,1.90E-17,2.88E-17
CD68,7698.7085,0.064470306,0.025634251,2.515006409,0.011903022,0.013553335
CD69,394.65356,-0.524402266,0.036624536,-14.31833189,1.68E-46,3.46E-46
CD6,431.1291,-0.685280377,0.031869759,-21.5025276,1.47E-102,4.77E-102
CD70,214.3688,0.310375721,0.054741858,5.669806147,1.43E-08,1.88E-08
CD72,239.48112,-0.51893084,0.031214756,-16.62453614,4.63E-62,1.09E-61
CD74,106469.305,-0.218311282,0.0270617,-8.06716818,7.19E-16,1.07E-15
CD79A,887.38696,-1.328800906,0.048972824,-27.13343447,3.97E-162,2.00E-161
CD79B,402.3771,-1.072997315,0.039639496,-27.06889421,2.29E-161,1.15E-160
CD7,517.6486,-1.263626611,0.035249343,-35.84823152,1.96E-281,2.36E-280
CD80,56.676453,-0.165464348,0.034224473,-4.83467928,1.33E-06,1.69E-06
CD81,28201.215,0.2385575,0.016335829,14.60332982,2.67E-48,5.59E-48
CD82,3171.9204,-0.20647884,0.023804611,-8.673900912,4.18E-18,6.38E-18
CD83,1044.0916,0.057715834,0.023882856,2.416621941,0.015665278,0.017751831
CD84,308.65405,-0.00791641,0.036298122,-0.218094208,0.82735571,0.836269234
CD86,546.3766,0.196817915,0.026791925,7.346165485,2.04E-13,2.91E-13
CD8A,810.94995,-0.652899583,0.037974991,-17.19288324,3.00E-66,7.30E-66
CD8B,387.4094,-1.516545706,0.043704984,-34.6996057,7.99E-264,8.52E-263
CD93,3846.4404,1.175221578,0.02487027,47.25407422,0,0
CD96,466.94318,-1.026818922,0.037882564,-27.10531708,8.52E-162,4.29E-161
CD97,4149.9404,-0.154899616,0.024590254,-6.299227927,2.99E-10,4.06E-10
CD99L2,3299.58,0.64073041,0.019636208,32.6300479,1.54E-233,1.33E-232
CD99,7676.8,0.226848517,0.021363516,10.61850112,2.44E-26,4.13E-26
CD9,18446.97,-0.428266713,0.024587082,-17.41836269,5.99E-68,1.48E-67
CDADC1,375.6134,0.35978447,0.013958201,25.77584796,1.65E-146,7.43E-146
CDAN1,838.5636,-0.126456413,0.011431715,-11.06189317,1.92E-28,3.31E-28
CDA,493.18002,-0.869317183,0.03895456,-22.31618555,2.57E-110,8.86E-110
CDC123,2562.1924,-0.235301412,0.010527118,-22.35193057,1.16E-110,3.99E-110
CDC14A,450.85583,0.310218282,0.023108047,13.42468625,4.33E-41,8.50E-41
CDC14B,1139.4503,0.623660252,0.02007182,31.07143443,5.86E-212,4.30E-211
CDC14C,21.725983,0.579057497,0.026120686,22.16854055,6.91E-109,2.35E-108
CDC16,3049.851,-0.081873864,0.010312735,-7.939102856,2.04E-15,3.00E-15
CDC20B,72.26385,-1.381647032,0.072477855,-19.0630231,5.12E-81,1.41E-80
CDC20,1995.5012,-1.037955981,0.033382005,-31.09327841,2.97E-212,2.19E-211
CDC23,1633.3531,0.086838439,0.008601502,10.0957298,5.77E-24,9.48E-24
CDC25A,456.0934,-0.829190356,0.02678459,-30.95773951,2.00E-210,1.45E-209
CDC25B,4277.8584,-0.518418165,0.021474072,-24.14158602,9.15E-129,3.63E-128
CDC25C,225.92688,-0.851085672,0.032532331,-26.16122595,7.34E-151,3.41E-150
CDC26,256.14066,-0.363359818,0.020140158,-18.04155709,9.19E-73,2.36E-72
CDC27,2866.5547,0.255458676,0.010683354,23.91184329,2.31E-126,8.99E-126
CDC34,2518.821,-0.329871877,0.015459564,-21.3377224,5.07E-101,1.62E-100
CDC37L1,785.99963,0.344339135,0.014683569,23.45064366,1.30E-121,4.88E-121
CDC37,7853.535,-0.31589028,0.010423701,-30.30500273,9.85E-202,6.67E-201
CDC40,1295.8802,0.202460703,0.011129388,18.19153928,6.02E-74,1.56E-73
CDC42BPA,3443.7615,0.537840322,0.018881099,28.48564677,1.76E-178,9.99E-178
CDC42BPB,7216.5317,0.291722574,0.012666901,23.03030301,2.32E-117,8.42E-117
CDC42BPG,1096.939,-0.554921324,0.033233271,-16.69776431,1.36E-62,3.22E-62
CDC42EP1,5048.1133,-0.255605761,0.023755847,-10.75969896,5.33E-27,9.08E-27
CDC42EP2,755.08606,0.103317907,0.021277582,4.855716551,1.20E-06,1.52E-06
CDC42EP3,1677.7045,0.529677091,0.023485939,22.5529449,1.26E-112,4.40E-112
CDC42EP4,4943.755,0.259684437,0.019847936,13.08369982,4.08E-39,7.87E-39
CDC42EP5,675.057,-0.870240813,0.038390786,-22.66796039,9.28E-114,3.28E-113
CDC42SE1,5924.7417,-0.183898499,0.013329548,-13.79630393,2.68E-43,5.37E-43
CDC42SE2,3569.7292,0.188996607,0.014865308,12.71393799,4.95E-37,9.35E-37
CDC42,11168.337,0.01410395,0.010015759,1.408175877,0.159078997,0.171459014
CDC45,574.7512,-1.089195298,0.032380582,-33.63729817,4.78E-248,4.58E-247
CDC5L,2340.416,0.148107898,0.010686462,13.85939517,1.12E-43,2.24E-43
CDC6,1061.9689,-0.895289123,0.029766418,-30.0771531,9.64E-199,6.34E-198
CDC73,2154.1404,0.26665623,0.011181078,23.84888427,1.04E-125,4.03E-125
CDC7,491.64038,-0.238658335,0.023435688,-10.18354296,2.35E-24,3.88E-24
CDCA2,427.4777,-0.374916535,0.033216828,-11.28694586,1.52E-29,2.66E-29
CDCA3,620.1617,-0.969984454,0.027758371,-34.94385387,1.61E-267,1.76E-266
CDCA4,1206.3373,-0.709590463,0.022496154,-31.54274572,2.25E-218,1.74E-217
CDCA5,1262.273,-0.870576056,0.028236815,-30.83124112,1.00E-208,7.15E-208
CDCA7L,1598.2616,-0.217991201,0.024047314,-9.065095748,1.24E-19,1.94E-19
CDCA7,1386.0287,-1.451452864,0.037478703,-38.72740372,0,0
CDCA8,1017.91046,-0.856816168,0.029148045,-29.39532177,6.30E-190,3.88E-189
CDCP1,3139.3247,-0.718608167,0.03375839,-21.28680185,1.50E-100,4.78E-100
CDCP2,1.8470056,0.286429014,0.020494521,13.97588232,2.19E-44,4.43E-44
CDH10,124.05909,2.788861749,0.086056075,32.40749424,2.15E-230,1.81E-229
CDH11,2757.389,1.063812806,0.032355731,32.87865197,4.44E-237,3.91E-236
CDH12,44.154125,-0.108144848,0.048736435,-2.218973301,0.026488541,0.029733705
CDH13,1084.665,1.098582931,0.030887683,35.56702253,4.53E-277,5.29E-276
CDH15,52.869766,0.116277656,0.049125763,2.366938425,0.017935917,0.020266252
CDH16,2267.9036,1.536688566,0.099204329,15.49013616,4.04E-54,8.89E-54
CDH17,2312.3044,-2.326423156,0.078889169,-29.48976626,3.89E-191,2.42E-190
CDH18,71.342636,0.794362153,0.097093346,8.181427301,2.81E-16,4.19E-16
CDH19,160.17796,0.544072387,0.079569721,6.837681249,8.05E-12,1.12E-11
CDH1,16834.982,-0.423139095,0.036579829,-11.56755258,6.02E-31,1.07E-30
CDH20,170.18701,3.720647123,0.06843248,54.36960778,0,0
CDH22,160.30988,0.460825573,0.067184834,6.85907141,6.93E-12,9.67E-12
CDH23,322.96558,0.419971906,0.036880271,11.3874409,4.83E-30,8.50E-30
CDH24,588.73096,-0.1508112,0.023429043,-6.436933835,1.22E-10,1.66E-10
CDH26,148.21463,-0.951184671,0.046546928,-20.43496116,8.18E-93,2.45E-92
CDH2,1884.4874,1.299442284,0.045823368,28.35763368,6.74E-177,3.77E-176
CDH3,5585.4443,-1.096373673,0.045177578,-24.26809332,4.26E-130,1.71E-129
CDH4,113.52272,1.767920956,0.05769177,30.64424868,3.15E-206,2.21E-205
CDH5,2194.423,1.215030363,0.025319248,47.98840699,0,0
CDH6,1271.2347,0.888367881,0.047273711,18.79200632,8.78E-79,2.37E-78
CDH7,19.8415,0.222551281,0.087697091,2.537727068,0.011157496,0.012725083
CDH8,47.68831,1.181600083,0.052132287,22.66541814,9.83E-114,3.48E-113
CDH9,15.903887,1.187927121,0.124927598,9.508924667,1.93E-21,3.07E-21
CDHR1,765.4657,-0.593299345,0.052718781,-11.25404141,2.21E-29,3.86E-29
CDHR2,633.30896,-0.492727195,0.075614542,-6.516302047,7.21E-11,9.87E-11
CDHR3,215.33484,-0.225315235,0.041293041,-5.45649407,4.86E-08,6.33E-08
CDHR4,49.50777,-2.050799153,0.079237202,-25.88177156,1.07E-147,4.85E-147
CDHR5,2071.4255,-0.181674152,0.076468289,-2.375810338,0.017510461,0.019796505
CDIPT,4994.2954,-0.063093102,0.0111405,-5.663399497,1.48E-08,1.95E-08
CDK10,2285.4514,-0.390859835,0.017006491,-22.98298,6.90E-117,2.50E-116
CDK11A,1250.645,-0.336180868,0.014087981,-23.86295508,7.43E-126,2.88E-125
CDK11B,1991.3236,-0.190982716,0.010175791,-18.76834195,1.37E-78,3.70E-78
CDK12,2865.9292,-0.086825926,0.015687647,-5.53466845,3.12E-08,4.08E-08
CDK13,2281.73,0.026811344,0.010029355,2.673286963,0.007511197,0.008612326
CDK14,1304.9802,1.100977099,0.023538254,46.77394874,0,0
CDK15,7.8625393,0.895996126,0.0515702,17.37430005,1.29E-67,3.19E-67
CDK16,5562.829,-0.236458965,0.013628971,-17.34973047,1.98E-67,4.88E-67
CDK17,1430.4105,0.504733113,0.013572739,37.18727126,1.10E-302,1.55E-301
CDK18,2423.443,0.523886569,0.028436353,18.4231277,8.57E-76,2.26E-75
CDK19,1839.4952,0.320876924,0.019839738,16.17344535,7.76E-59,1.78E-58
CDK1,1696.5046,-0.819912527,0.028213081,-29.06143219,1.10E-185,6.60E-185
CDK20,436.54843,0.363792794,0.020327713,17.89639569,1.26E-71,3.20E-71
CDK2AP1,6561.8877,0.238804023,0.01721696,13.87027837,9.59E-44,1.93E-43
CDK2AP2,3710.7183,-0.523494515,0.01714714,-30.52955226,1.06E-204,7.31E-204
CDK2,2397.041,-0.472154752,0.025156511,-18.76868973,1.36E-78,3.68E-78
