Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MAP3K10,732.768,0.150833372,0.019033272,7.924721055,2.29E-15,3.39E-15
MAP3K11,4996.8413,-0.235560915,0.015976975,-14.74377483,3.37E-49,7.34E-49
MAP3K12,598.8361,-0.633198874,0.026243961,-24.12741261,1.29E-128,5.39E-128
MAP3K13,157.76617,0.445464724,0.029280796,15.21354549,2.88E-52,6.44E-52
MAP3K14,1179.4728,-0.255347186,0.019246222,-13.26739243,3.58E-40,7.12E-40
MAP3K15,33.910122,-2.685529456,0.065915289,-40.74213293,0,0
MAP3K1,2263.2722,-0.715619033,0.023082261,-31.0029863,4.91E-211,3.61E-210
MAP3K2,1183.3379,0.285114419,0.019008165,14.99957624,7.39E-51,1.63E-50
MAP3K3,1857.1234,-0.666231685,0.015372397,-43.33947878,0,0
MAP3K4,1414.9723,0.256625176,0.013634935,18.82115126,5.07E-79,1.43E-78
MAP3K5,1788.4438,0.304608618,0.024459196,12.45374625,1.33E-35,2.53E-35
MAP3K6,1747.2607,0.237440938,0.022124252,10.73215646,7.19E-27,1.24E-26
MAP3K7,1423.6168,0.099398841,0.012130963,8.193812609,2.53E-16,3.80E-16
MAP3K8,527.8346,0.123831348,0.026758903,4.627669086,3.70E-06,4.66E-06
MAP3K9,255.78203,0.852335294,0.02684347,31.75205387,2.97E-221,2.34E-220
MAP4K1,472.56232,-1.063031375,0.035514884,-29.93199653,7.55E-197,5.04E-196
MAP4K2,944.497,-0.029438604,0.016019404,-1.837684116,0.066108966,0.073539091
MAP4K3,1618.122,0.113294248,0.014670232,7.722730396,1.14E-14,1.67E-14
MAP4K4,7290.6406,0.410660285,0.01933436,21.2399216,4.09E-100,1.38E-99
MAP4K5,1870.9175,0.271512031,0.013940155,19.47697396,1.72E-84,5.10E-84
MAP4,14715.074,0.085962958,0.01526544,5.631213736,1.79E-08,2.37E-08
MAP6D1,256.61978,0.467511368,0.032396179,14.43106528,3.30E-47,7.04E-47
MAP6,538.82776,-0.568705545,0.043942796,-12.94195162,2.61E-38,5.10E-38
MAP7D1,5628.346,0.299786562,0.017712382,16.92525358,2.93E-64,7.32E-64
MAP7D2,311.0072,-0.039409951,0.052738169,-0.747275677,0.454897171,0.480355369
MAP7D3,523.5182,-0.3031797,0.024700142,-12.27441113,1.24E-34,2.33E-34
MAP7,2450.8315,0.470186409,0.026136546,17.9896152,2.35E-72,6.29E-72
MAP9,750.24585,-0.743800292,0.033149168,-22.43797774,1.68E-111,6.18E-111
MAPK10,622.2571,0.246479829,0.042468362,5.803845933,6.48E-09,8.63E-09
MAPK11,627.20886,-0.220510484,0.025542437,-8.633102726,5.97E-18,9.19E-18
MAPK12,670.34644,-0.099460256,0.029703913,-3.348389064,0.000812828,0.000966497
MAPK13,2486.9968,1.059450566,0.030824219,34.3707193,6.91E-259,6.88E-258
MAPK14,3153.6667,0.0465866,0.012506973,3.724850184,0.000195431,0.000236382
MAPK15,287.7696,-1.872907596,0.051427379,-36.41849238,2.17E-290,2.53E-289
MAPK1IP1L,4442.946,0.039985722,0.010442657,3.829075383,0.000128626,0.000156508
MAPK1,7299.08,0.165024106,0.013731446,12.01796988,2.86E-33,5.30E-33
MAPK3,3690.682,0.317798766,0.015142511,20.98719049,8.59E-98,2.84E-97
MAPK4,630.23114,-0.180896528,0.064304648,-2.813117456,0.004906373,0.005700442
MAPK6,3034.7593,0.935240282,0.017214463,54.32874994,0,0
MAPK7,1031.6058,-0.014624327,0.014961595,-0.977457786,0.328342567,0.350481116
MAPK8IP1,1817.9259,0.118762247,0.039613028,2.998060303,0.002717039,0.003180371
MAPK8IP2,878.7855,0.069870072,0.045445868,1.537435091,0.124186799,0.136106752
MAPK8IP3,3138.6013,0.007270705,0.024138453,0.301208389,0.763255594,0.786432544
MAPK8,519.5095,0.254880433,0.016953221,15.03433712,4.37E-51,9.68E-51
MAPK9,2235.1064,-0.124094891,0.012841626,-9.663487701,4.31E-22,7.01E-22
MAPKAP1,3748.1099,0.094559133,0.008955702,10.55853962,4.64E-26,7.90E-26
MAPKAPK2,7048.1606,-0.163263469,0.013504234,-12.0897982,1.20E-33,2.22E-33
MAPKAPK3,2897.9978,-0.387592138,0.018124097,-21.38545916,1.82E-101,6.21E-101
MAPKAPK5,1214.4602,0.223581064,0.009396608,23.7938061,3.87E-125,1.58E-124
MAPKBP1,1360.414,0.636539143,0.018702794,34.03444074,6.90E-254,6.69E-253
MAPKSP1,2027.2168,-0.118761093,0.011792038,-10.07129504,7.40E-24,1.23E-23
MAPRE1,6835.926,0.317087417,0.010921254,29.03397507,2.45E-185,1.52E-184
MAPRE2,2406.6245,-0.116698651,0.024319564,-4.798550271,1.60E-06,2.03E-06
MAPRE3,1166.2316,-0.0874733,0.025167924,-3.475586564,0.000509737,0.000609559
MAPT,2647.9517,0.595842629,0.056177707,10.6063893,2.78E-26,4.75E-26
Mar-10,23.759764,-1.765280629,0.055349412,-31.89339428,3.30E-223,2.62E-222
Mar-11,17.9109,-1.868793046,0.10655894,-17.53764672,7.39E-69,1.92E-68
Mar-01,191.12265,0.129996285,0.031353009,4.146213937,3.38E-05,4.17E-05
Mar-02,1490.9701,-0.596395657,0.015034179,-39.66931913,0,0
Mar-03,327.4271,0.753254904,0.028490055,26.43922297,4.85E-154,2.44E-153
Mar-04,115.47478,0.247976196,0.058638951,4.228864825,2.35E-05,2.91E-05
Mar-05,2038.7783,0.016268197,0.011721894,1.387847147,0.165183595,0.179790046
Mar-06,4445.3623,0.021433823,0.015270635,1.403597431,0.16043876,0.174728401
Mar-07,3323.3333,0.171357511,0.012286829,13.94643842,3.31E-44,6.85E-44
Mar-08,563.5395,0.068577578,0.023602728,2.905493701,0.003666742,0.004275311
Mar-09,1240.7639,-0.400168179,0.022237907,-17.99486669,2.14E-72,5.72E-72
MARCKSL1,12779.1455,0.017422033,0.025639827,0.679491079,0.496826759,0.523112121
MARCKS,9955.626,0.709761204,0.022780751,31.15618154,4.18E-213,3.12E-212
MARCO,717.52783,-1.228195343,0.059971579,-20.4796232,3.27E-93,1.04E-92
MARK1,599.27954,0.94578945,0.033067443,28.60183237,6.38E-180,3.81E-179
MARK2,3311.2615,0.395916611,0.012760952,31.02563339,2.43E-211,1.79E-210
MARK3,2849.0156,0.211937434,0.010558756,20.07219773,1.29E-89,3.98E-89
MARK4,1992.7659,-0.129239922,0.013530087,-9.552039304,1.27E-21,2.05E-21
MARS2,505.95627,0.555806602,0.017215418,32.2853973,1.12E-228,9.22E-228
MARS,4849.8887,0.153693261,0.012528571,12.2674211,1.36E-34,2.54E-34
MARVELD1,2104.9355,0.160186421,0.026138322,6.128412665,8.88E-10,1.20E-09
MARVELD2,798.7557,0.069173745,0.032652796,2.118463132,0.034135864,0.038425968
MARVELD3,659.72516,0.667143751,0.036320614,18.36818478,2.36E-75,6.50E-75
MAS1L,0.82892483,-0.760131037,0.084734292,-8.970760428,2.94E-19,4.62E-19
MAS1,0.7477711,-0.649906734,0.115857409,-5.609539684,2.03E-08,2.68E-08
MASP1,1087.0265,-0.144253403,0.060728489,-2.375382734,0.017530762,0.019980338
MASP2,566.8273,-4.2151234,0.058026326,-72.64157,0,0
MAST1,276.91638,0.691209242,0.050407468,13.71243725,8.55E-43,1.75E-42
MAST2,2963.3723,0.093140981,0.016345913,5.698120439,1.21E-08,1.61E-08
MAST3,1237.9395,-0.073708475,0.020369247,-3.618615558,0.000296183,0.000356425
MAST4,1212.125,0.621437493,0.029140497,21.32556226,6.58E-101,2.23E-100
MASTL,741.49945,0.396054632,0.016936103,23.38522771,6.04E-121,2.40E-120
MAT1A,2669.986,-5.231491574,0.075872541,-68.95105307,0,0
MAT2A,10097.597,-0.134690548,0.014332741,-9.397403432,5.59E-21,8.96E-21
MAT2B,3579.0645,-0.117420475,0.013315648,-8.818232239,1.16E-18,1.81E-18
MATK,236.43835,-0.755956612,0.035526697,-21.27855046,1.79E-100,6.06E-100
MATN1,11.071397,-1.458267455,0.040189041,-36.2852012,2.77E-288,3.19E-287
MATN2,3153.66,-0.475103862,0.034247541,-13.87264168,9.28E-44,1.91E-43
MATN3,337.81006,-0.336418487,0.044272817,-7.598759394,2.99E-14,4.36E-14
MATN4,19.36093,-1.303391768,0.052240689,-24.94974314,2.15E-137,9.54E-137
MATR3,13204.758,-0.097582969,0.010494874,-9.298155256,1.43E-20,2.28E-20
MAVS,5843.2964,0.177058216,0.01366215,12.95976219,2.07E-38,4.05E-38
MAX,2926.124,-0.112707685,0.010170927,-11.08135805,1.55E-28,2.71E-28
MAZ,11185.123,-0.056520691,0.014252771,-3.965593052,7.32E-05,8.97E-05
MBD1,2345.7327,0.081942472,0.009711506,8.437668638,3.24E-17,4.92E-17
MBD2,3158.874,0.163077801,0.014536737,11.21832203,3.32E-29,5.86E-29
MBD3L1,0.47964913,-1.364815707,0.1721279,-7.929078961,2.21E-15,3.27E-15
MBD3L2,0.32546842,-0.754184239,0.284919355,-2.647009496,0.008120707,0.009375077
MBD3L5,0.47719082,-1.163482559,0.22149629,-5.252830901,1.50E-07,1.95E-07
MBD3,4698.0776,-0.271111323,0.016472559,-16.45836119,7.31E-61,1.77E-60
MBD4,1661.7931,-0.07546881,0.011791312,-6.400374067,1.55E-10,2.13E-10
MBD5,590.8523,-0.159067245,0.017096528,-9.304067024,1.35E-20,2.15E-20
MBD6,3629.6882,-0.09164806,0.014130722,-6.485730846,8.83E-11,1.22E-10
MBIP,1160.7406,-0.470910706,0.023922771,-19.68462186,2.92E-86,8.77E-86
MBL1P,20.847998,-1.385641695,0.039979997,-34.65837405,3.34E-263,3.41E-262
MBL2,218.9975,-9.313637679,0.158648979,-58.70594164,0,0
MBLAC1,112.00922,-0.722391674,0.020648902,-34.98450737,3.87E-268,4.06E-267
MBLAC2,405.69977,-0.221119002,0.016789245,-13.17027664,1.30E-39,2.58E-39
MBNL1,6415.036,0.08330546,0.01682174,4.952249811,7.34E-07,9.41E-07
MBNL2,3186.173,0.041780163,0.02032017,2.056093191,0.039773534,0.044646269
MBNL3,227.36765,0.121060559,0.035429293,3.416962341,0.00063324,0.00075503
MBOAT1,1141.186,-0.261832968,0.028468486,-9.197291529,3.67E-20,5.82E-20
MBOAT2,1517.0677,0.559425526,0.029704106,18.83327293,4.03E-79,1.14E-78
MBOAT4,12.505602,-0.676547053,0.041260645,-16.3969094,2.01E-60,4.86E-60
MBOAT7,4235.366,-0.079873727,0.017564995,-4.547324114,5.43E-06,6.83E-06
MBP,8003.0986,1.045106044,0.041990449,24.88913727,9.75E-137,4.32E-136
MBTD1,1177.132,-0.027442237,0.01678287,-1.635133678,0.102021028,0.112327408
MBTPS1,6097.918,-0.202628284,0.010440378,-19.40813753,6.59E-84,1.94E-83
MBTPS2,1268.7091,-0.106049197,0.01516133,-6.994716083,2.66E-12,3.76E-12
MB,453.2002,-0.236434157,0.058630872,-4.032588109,5.52E-05,6.78E-05
MC1R,494.4051,-0.789018647,0.030068989,-26.24027895,9.23E-152,4.56E-151
MC2R,7.4378953,-2.951746331,0.140236792,-21.04830187,2.37E-98,7.87E-98
MC3R,0.6348249,-0.064950427,0.135853463,-0.478091806,0.632584864,0.658930429
MC4R,6.6542253,-1.051742269,0.074534805,-14.11075366,3.26E-45,6.81E-45
MC5R,2.7546911,0.419940651,0.07945537,5.285239409,1.26E-07,1.64E-07
MCAM,6744.0576,-0.934749545,0.029976728,-31.18250732,1.84E-213,1.37E-212
MCART1,404.37,-0.019546746,0.012763538,-1.531451964,0.12565773,0.137689221
MCART2,14.5841675,-0.024800435,0.020336444,-1.219506966,0.222651834,0.24045028
MCART3P,1.5578197,0.20564751,0.045801313,4.489991584,7.12E-06,8.93E-06
MCART6,71.04826,0.7573682,0.037981597,19.94039877,1.82E-88,5.55E-88
MCAT,872.0093,-0.216092113,0.014105787,-15.31939416,5.67E-53,1.28E-52
MCCC1,1665.6768,0.065104148,0.017875291,3.642130843,0.000270391,0.00032579
MCCC2,5631.3945,-0.513230446,0.02224236,-23.07445969,8.36E-118,3.24E-117
MCCD1,27.996454,-43.28085123,149.0806382,-0.290318392,0.771572669,0.794037708
MCC,1529.4457,0.335015888,0.02846536,11.76924819,5.62E-32,1.03E-31
MCEE,315.99692,-0.389111828,0.01691229,-23.00763698,3.91E-117,1.50E-116
MCF2L2,106.883606,0.981061996,0.044744568,21.92583468,1.47E-106,5.23E-106
MCF2L,1870.9077,-0.129653353,0.02783424,-4.658052493,3.19E-06,4.03E-06
MCF2,39.045975,0.229656906,0.061781309,3.717255433,0.000201399,0.00024347
MCFD2,5985.0376,-0.402835617,0.015097879,-26.68160351,7.70E-157,3.94E-156
MCHR1,137.21754,-1.378217137,0.05836922,-23.61205317,2.90E-123,1.17E-122
MCHR2,2.6664257,0.977958083,0.124440863,7.858817898,3.88E-15,5.73E-15
MCL1,19125.53,-0.003092606,0.016123327,-0.191809432,0.847891483,0.865144224
MCM10,427.34933,0.768081631,0.03517055,21.83877239,9.94E-106,3.50E-105
MCM2,3462.3313,0.612935138,0.025369615,24.16020685,5.83E-129,2.45E-128
MCM3APAS,70.40105,0.228717312,0.025203591,9.074790585,1.14E-19,1.80E-19
MCM3AP,4166.053,-0.100764657,0.010355804,-9.730259197,2.24E-22,3.65E-22
MCM3,5464.6245,0.248394622,0.017257519,14.39341397,5.69E-47,1.21E-46
MCM4,3839.5369,0.750909447,0.024246499,30.96980855,1.38E-210,1.01E-209
MCM5,3630.1768,0.276918496,0.021389736,12.94632626,2.46E-38,4.82E-38
MCM6,2635.1892,0.344272803,0.01981053,17.37827342,1.21E-67,3.10E-67
MCM7,6955.0654,0.457907594,0.020258262,22.60349856,4.00E-113,1.49E-112
MCM8,646.5679,0.637036368,0.021587043,29.51012671,2.13E-191,1.37E-190
MCM9,126.65481,-0.035365383,0.018281441,-1.934496424,0.053052121,0.059267347
MCOLN1,1285.9907,-0.511134508,0.015936901,-32.07238964,1.07E-225,8.65E-225
MCOLN2,167.6243,0.244560341,0.036101191,6.774301186,1.25E-11,1.75E-11
MCOLN3,301.13538,-0.864306493,0.046985761,-18.39507294,1.44E-75,3.96E-75
MCPH1,870.86926,0.012778099,0.012780098,0.999843598,0.317386203,0.339248475
MCRS1,2642.1296,-0.067857484,0.010569104,-6.420363143,1.36E-10,1.87E-10
MCTP1,259.39395,0.13798383,0.033243437,4.150708882,3.31E-05,4.09E-05
MCTP2,931.458,0.178682373,0.037230778,4.799318782,1.59E-06,2.03E-06
MCTS1,1961.4283,0.073726493,0.010968911,6.721404968,1.80E-11,2.51E-11
MDC1,2257.5735,-0.011778799,0.014381536,-0.81902228,0.412773702,0.43746277
MDFIC,1834.998,-0.574111181,0.025739483,-22.30468982,3.33E-110,1.21E-109
MDFI,1397.6042,0.862204952,0.039992787,21.55901163,4.36E-103,1.50E-102
MDGA1,579.95935,0.241125136,0.037592472,6.414186823,1.42E-10,1.94E-10
MDGA2,51.40403,1.215504061,0.087808165,13.84272256,1.41E-43,2.90E-43
MDH1B,91.81801,-1.387175853,0.036874546,-37.61879126,0.00E+00,0.00E+00
MDH1,6541.1006,-0.222113559,0.013602364,-16.32904119,6.13E-60,1.48E-59
MDH2,10353.457,0.191669142,0.014733392,13.00916575,1.09E-38,2.13E-38
MDK,11448.062,-0.591235686,0.034565744,-17.1046712,1.37E-65,3.46E-65
MDM1,546.0607,-0.249325805,0.017764094,-14.03537943,9.47E-45,1.97E-44
MDM2,5185.93,-0.279898152,0.022612837,-12.3778431,3.44E-35,6.51E-35
MDM4,2105.4202,-0.502730718,0.020269183,-24.80271249,8.38E-136,3.68E-135
MDN1,2146.2703,0.14911117,0.021634378,6.892325248,5.49E-12,7.72E-12
MDP1,441.48993,-0.611039215,0.01491184,-40.97678278,0,0
MDS2,4.6498933,-0.916483472,0.050291639,-18.22337657,3.37E-74,9.16E-74
ME1,1135.8729,1.093706976,0.03452669,31.67714512,3.21E-220,2.51E-219
ME2,1820.9495,0.244936429,0.015478886,15.82390547,2.13E-56,4.95E-56
ME3,635.7066,-0.322659988,0.027761118,-11.62273043,3.16E-31,5.71E-31
MEA1,3047.7615,-0.270809317,0.013058882,-20.73755742,1.59E-95,5.14E-95
MEAF6,3055.1394,-0.464610793,0.012786272,-36.33668848,4.26E-289,4.95E-288
MECOM,2199.2751,0.426450543,0.039262912,10.86140884,1.76E-27,3.05E-27
MECP2,3194.8293,-0.307545795,0.013132375,-23.41890206,2.74E-121,1.09E-120
MECR,884.0121,-0.237870346,0.011522636,-20.64374331,1.11E-94,3.57E-94
MED10,1201.1007,0.251497716,0.014068718,17.87637708,1.80E-71,4.78E-71
MED11,627.8834,-0.35619172,0.014353633,-24.81544057,6.11E-136,2.69E-135
MED12L,85.70992,-0.113061883,0.047464775,-2.382016597,0.017218121,0.019636104
MED12,2825.047,0.025686652,0.01489136,1.724936681,0.084538884,0.09352427
MED13L,4417.3193,-0.076804481,0.019889181,-3.861621125,0.000112637,0.000137283
MED13,4080.1438,0.168039202,0.016113602,10.42840706,1.84E-25,3.11E-25
MED14,2929.8306,0.471962733,0.013279864,35.5397266,1.20E-276,1.31E-275
MED15,5245.6274,0.122887987,0.015442995,7.957523,1.76E-15,2.61E-15
MED16,3040.8245,-0.114064648,0.013394336,-8.515886726,1.65E-17,2.52E-17
MED17,1249.5643,0.096667673,0.010236684,9.443260359,3.61E-21,5.81E-21
MED18,697.43005,-0.000142821,0.012483698,-0.011440599,0.990871922,0.991651254
MED19,626.2599,0.08136985,0.011634374,6.993917479,2.67E-12,3.78E-12
MED1,2904.181,0.130949939,0.017174786,7.624545779,2.45E-14,3.58E-14
MED20,1062.055,0.123663998,0.012359238,10.00579497,1.44E-23,2.38E-23
MED21,1224.3613,0.154136666,0.0144369,10.67657617,1.31E-26,2.25E-26
MED22,1757.8988,-0.029041088,0.011494321,-2.526559771,0.011518579,0.013225059
MED23,1496.4602,-0.064813981,0.013915139,-4.657803372,3.20E-06,4.04E-06
MED24,4157.546,0.174118723,0.015056495,11.56435977,6.25E-31,1.12E-30
MED25,2766.6062,-0.069610889,0.015267489,-4.559419521,5.13E-06,6.45E-06
MED26,686.7941,-0.051647248,0.011106386,-4.650229711,3.32E-06,4.19E-06
MED27,699.53876,0.016108264,0.013856292,1.16252348,0.245022893,0.263909696
MED28,1222.5247,-0.023139827,0.011233544,-2.05988661,0.039409382,0.044242383
MED29,3859.3394,-0.370483374,0.01243394,-29.79613716,4.38E-195,2.89E-194
MED30,477.88428,0.425426,0.016500451,25.78268989,1.39E-146,6.60E-146
MED31,308.45477,-0.023885392,0.013938898,-1.713578209,0.086606218,0.095780108
MED4,1898.0419,0.118534322,0.009995816,11.85839345,1.95E-32,3.57E-32
MED6,804.88257,0.224060481,0.010665562,21.00784487,5.56E-98,1.84E-97
MED7,448.70645,-0.3665491,0.011482869,-31.92138621,1.35E-223,1.07E-222
MED8,1606.998,-0.034046769,0.011985002,-2.84078139,0.004500315,0.005233744
MED9,988.2226,-0.425236345,0.013572944,-31.32970541,1.84E-215,1.39E-214
MEF2A,2892.9966,-0.219255633,0.016958915,-12.9286354,3.10E-38,6.06E-38
MEF2B,146.24893,-0.723647164,0.033717702,-21.4619358,3.53E-102,1.21E-101
MEF2C,1684.2059,-0.723176966,0.029274218,-24.70354518,9.80E-135,4.27E-134
MEF2D,3883.8843,-0.364187485,0.014211076,-25.62701643,7.63E-145,3.58E-144
MEFV,59.941055,0.041967795,0.041156923,1.019701962,0.307869831,0.329422499
MEG3,1278.2844,-1.842029161,0.058295061,-31.59837438,3.89E-219,3.02E-218
MEG8,1.7249926,-2.258475125,0.106634206,-21.17964969,1.47E-99,4.94E-99
MEGF10,274.17557,-0.207914074,0.058478406,-3.555399102,0.000377406,0.000452722
MEGF11,218.64207,2.033171788,0.063277086,32.13124871,1.61E-226,1.31E-225
MEGF6,1481.9307,-0.147088294,0.031134555,-4.724277957,2.31E-06,2.93E-06
MEGF8,3534.707,-0.309328557,0.019424027,-15.92504743,4.25E-57,9.94E-57
MEGF9,2763.0532,-0.428262302,0.025190022,-17.0012677,8.04E-65,2.02E-64
MEI1,175.60588,0.255787964,0.039578267,6.46283897,1.03E-10,1.41E-10
MEIG1,6.529849,-0.589607638,0.041459107,-14.22142651,6.75E-46,1.42E-45
MEIS1,1281.2378,-0.972552381,0.037061448,-26.2416183,8.91E-152,4.40E-151
MEIS2,795.90857,-0.138335437,0.032919424,-4.202243582,2.64E-05,3.27E-05
MEIS3P1,734.9716,-0.977605011,0.024767417,-39.4714151,0,0
MEIS3,556.89264,-0.233240633,0.0389657,-5.985793507,2.15E-09,2.89E-09
MELK,788.7738,1.015144981,0.035234279,28.81128888,1.55E-182,9.41E-182
MEMO1,940.0941,0.249336642,0.013683636,18.22151998,3.48E-74,9.47E-74
MEN1,2263.6892,-0.053472023,0.010935765,-4.88964621,1.01E-06,1.29E-06
MEOX1,180.65521,-0.687830246,0.048094076,-14.30176653,2.13E-46,4.51E-46
MEOX2,230.89679,-1.968541593,0.052219137,-37.69770461,0,0
MEP1A,499.91562,3.828599852,0.082900359,46.1831518,0,0
MEP1B,9.888669,2.304620666,0.081319737,28.34023749,1.10E-176,6.46E-176
MEPCE,3344.8496,-0.200740254,0.01156258,-17.36119943,1.62E-67,4.17E-67
MEPE,6.3648353,0.053400202,0.08080393,0.660861445,0.508701173,0.535006054
MERTK,930.9183,-0.15726232,0.025530928,-6.159679001,7.29E-10,9.89E-10
MESDC1,1499.2146,0.232330845,0.018589252,12.49812745,7.64E-36,1.45E-35
MESDC2,3389.964,-0.184898414,0.010538554,-17.54495096,6.50E-69,1.69E-68
MESP1,286.56415,-1.915063814,0.042909982,-44.62979779,0,0
MESP2,48.390327,-0.544190324,0.041232911,-13.19796043,9.01E-40,1.79E-39
MESTIT1,17.717422,1.026503844,0.060504788,16.96566308,1.47E-64,3.70E-64
MEST,3549.6763,-0.217722788,0.034337944,-6.340589033,2.29E-10,3.13E-10
METAP1,2484.3152,0.557886492,0.013470559,41.41524367,0,0
METAP2,4013.9546,0.212695396,0.009869935,21.54982716,5.31E-103,1.83E-102
METRNL,1730.613,0.163037153,0.026288438,6.201857686,5.58E-10,7.58E-10
METRN,1274.1512,-0.310633371,0.034657297,-8.963000574,3.16E-19,4.95E-19
METT10D,1716.1163,-0.201535092,0.012440004,-16.20056471,5.00E-59,1.19E-58
METT11D1,1345.9084,-0.093956655,0.01290831,-7.278772741,3.37E-13,4.83E-13
METT5D1,676.8347,-0.089876177,0.011978411,-7.503180588,6.23E-14,9.03E-14
METTL10,564.24615,-0.132932178,0.012524292,-10.61394778,2.57E-26,4.39E-26
METTL11A,1166.3206,0.104652109,0.016406635,6.37864552,1.79E-10,2.45E-10
METTL11B,1.8514041,0.950995221,0.071673696,13.26839932,3.53E-40,7.03E-40
METTL12,162.39967,-0.22358793,0.018448391,-12.11964402,8.31E-34,1.55E-33
METTL13,2132.9473,0.005187569,0.012021705,0.431516955,0.666092527,0.691992538
METTL14,586.50995,-0.158416895,0.01292397,-12.25760297,1.53E-34,2.87E-34
METTL1,998.96747,-0.25057538,0.019524021,-12.83420987,1.05E-37,2.05E-37
METTL2A,897.8589,0.226156494,0.011474754,19.70904879,1.80E-86,5.42E-86
METTL2B,653.67224,0.261534671,0.012437276,21.02829196,3.61E-98,1.20E-97
METTL3,1456.448,-0.175026039,0.012064679,-14.50731011,1.09E-47,2.33E-47
METTL4,519.8623,0.106605587,0.01304331,8.17320031,3.00E-16,4.51E-16
METTL5,1230.1697,0.17835095,0.011665926,15.28819458,9.17E-53,2.06E-52
METTL6,548.59595,-0.170979416,0.011012312,-15.52620496,2.31E-54,5.26E-54
METTL7A,7133.846,-1.050450875,0.033594873,-31.26819011,1.26E-214,9.51E-214
METTL7B,1336.8464,-1.158465904,0.051285522,-22.58855628,5.62E-113,2.09E-112
METTL8,827.2627,0.510048213,0.014915339,34.19622011,2.75E-256,2.71E-255
METTL9,5381.4897,-0.376244662,0.015822456,-23.77915657,5.49E-125,2.24E-124
MET,6870.754,-0.142815583,0.041262897,-3.461113809,0.000537945,0.000642725
MEX3A,1316.2689,-0.363494664,0.037439749,-9.708790058,2.77E-22,4.51E-22
MEX3B,260.15042,-0.152482567,0.029898537,-5.100000968,3.40E-07,4.38E-07
MEX3C,1936.7765,0.11041137,0.014251906,7.747129888,9.40E-15,1.38E-14
MEX3D,1156.6968,0.381487444,0.018718713,20.38000427,2.52E-92,7.92E-92
MFAP1,1726.8486,-0.044411254,0.009915712,-4.478876955,7.50E-06,9.41E-06
MFAP2,2300.6697,-0.355597176,0.044800752,-7.937303713,2.07E-15,3.07E-15
MFAP3L,919.73517,-0.705167921,0.037745838,-18.68200481,6.94E-78,1.94E-77
MFAP3,1781.9786,-0.09711961,0.013312469,-7.295386736,2.98E-13,4.27E-13
MFAP4,4124.7124,-0.9862821,0.044420632,-22.20324316,3.20E-109,1.16E-108
MFAP5,1095.0303,-0.653861257,0.05747105,-11.37722821,5.43E-30,9.68E-30
MFF,2867.8423,-0.008563081,0.01168049,-0.733109714,0.463491516,0.489100906
MFGE8,7226.329,-0.908029632,0.029300075,-30.99069289,7.20E-211,5.28E-210
MFHAS1,1095.0754,0.977871411,0.024949445,39.1941145,0,0
MFI2,1165.3113,0.22222218,0.043210027,5.142838236,2.71E-07,3.50E-07
MFN1,1694.1626,0.439158177,0.015117635,29.04939711,1.57E-185,9.69E-185
MFN2,6240.7876,0.174722706,0.012669216,13.79112247,2.88E-43,5.91E-43
MFNG,641.216,-0.667530117,0.027069105,-24.66022136,2.86E-134,1.24E-133
MFRP,1397.3479,-0.097685802,0.029522909,-3.308813588,0.000936922,0.001112427
MFSD10,3611.6704,-0.084384039,0.018067694,-4.670437665,3.01E-06,3.80E-06
MFSD11,1093.4425,0.080911826,0.010864182,7.447576569,9.51E-14,1.37E-13
MFSD1,3266.7107,-0.070589596,0.014890063,-4.740718592,2.13E-06,2.70E-06
MFSD2A,1103.9067,0.252790014,0.040293022,6.273791335,3.52E-10,4.81E-10
MFSD2B,141.88196,0.38347111,0.038368871,9.99432865,1.61E-23,2.66E-23
MFSD3,1056.1039,-0.35126669,0.024062642,-14.59801012,2.89E-48,6.24E-48
MFSD4,857.34436,-0.376398871,0.045631666,-8.248633027,1.60E-16,2.41E-16
MFSD5,1850.0509,-0.057276141,0.012613684,-4.540794057,5.60E-06,7.04E-06
MFSD6L,134.32246,-0.762998952,0.05090419,-14.98892226,8.67E-51,1.91E-50
MFSD6,2992.0974,0.362089979,0.02142903,16.89717081,4.72E-64,1.18E-63
MFSD7,376.0865,-1.262736389,0.02975346,-42.43998438,0,0
MFSD8,658.2512,-0.117896047,0.012797063,-9.212742822,3.18E-20,5.05E-20
MFSD9,401.95825,0.646605653,0.016401216,39.42425171,0,0
MGAM,268.16382,-2.8602537,0.060507605,-47.27097856,0,0
MGAT1,8497.848,-0.310926603,0.014968306,-20.77233065,7.70E-96,2.50E-95
MGAT2,1911.0981,0.093949968,0.01200555,7.825544673,5.05E-15,7.46E-15
MGAT3,872.58734,0.307609188,0.04069955,7.558048881,4.09E-14,5.95E-14
MGAT4A,2354.6624,-0.424368777,0.02391174,-17.74729817,1.81E-70,4.76E-70
MGAT4B,6724.6353,0.210586372,0.01961019,10.7386196,6.70E-27,1.15E-26
MGAT4C,74.404526,-0.786251168,0.091308722,-8.610909792,7.25E-18,1.11E-17
MGAT5B,267.2239,-0.424028349,0.05630319,-7.531160343,5.03E-14,7.30E-14
MGAT5,574.6056,0.63359231,0.02950731,21.47238462,2.82E-102,9.67E-102
MGA,2012.9657,-0.023776333,0.016121946,-1.47478053,0.140271557,0.153232207
MGC12916,31.0274,-0.131963413,0.038534762,-3.424529106,0.000615866,0.000734658
